sentence,label,avg_nll,p95,run
A man controls Corinne.,-1,7.095421,9.376322,6
A human adult will be breaking a public garden to five dachshunds.,-1,5.760688,10.466839,6
A woman will be expressing a subjective emotional feeling to a human baby.,-1,5.004955,8.122038,6
A teenager doesn't plant a cabbage plant.,-1,5.475223,9.310434,3
9 labyrinthine arterys financed a racquetball court a prokaryotic cell.,-1,5.639592,14.677065,5
A human adult will be ironning a hijab.,-1,6.456096,12.085161,4
A human baby is frying some mollusk.,-1,6.267302,11.899967,3
3 sabia viruss shares a pinsemenighet a guernsey cattle.,-1,7.415231,11.838583,6
A man is transforming a nonnegative real number.,-1,5.247698,9.555716,2
A political party loses a grenade launcher.,-1,5.932729,8.522514,2
A human youth took a boat seat to an ovum.,-1,5.906581,9.803609,4
4 human adults won't be subjecting a BBB to a human adult.,-1,5.409696,11.406425,4
Six domestic animals added a superior pancreaticoduodenal artery.,-1,6.505946,11.582981,8
A hip joint matches a foot a gas pedal.,-1,6.512753,11.816707,4
A man will not be tasting 2.59 teus of aperitif.,-1,5.319295,11.264152,7
Four teenagers raises.,-1,9.743905,8.844721,4
4 girls will perform.,-1,6.731953,7.560915,5
A bottle will smooth a watercolor picture.,-1,6.235183,9.138150,8
A domestic animal nodded a head.,-1,6.748144,9.590355,6
10 women were vandalising an airbag.,-1,6.460415,9.219912,8
8 teenagers toy.,-1,10.432763,11.030297,4
A percussion instrument has not constricted a twenty foot half height container.,-1,6.471241,12.020895,6
A boy will produce an artifact mediated communication to a man.,-1,5.963282,10.144777,4
A deity doesn't produce a teenager.,-1,6.184358,10.301744,3
9 boys will smoke a cigar or cigarette.,-1,5.647289,10.840687,4
A boy isn't massaging zero human children.,-1,7.217828,13.297319,3
A human baby finds a shooting angle.,-1,6.525251,8.680779,4
A fall season fortifies.,-1,6.911374,9.659600,4
A bakery will wet some hailstone to an ignition coil.,-1,6.971581,12.952132,7
A boy will be reading a 6 news feeds.,-1,5.464978,9.770830,4
A woman will write 2 portraits.,-1,5.916110,8.149962,5
A man examines an internet.,-1,6.465989,9.117320,3
A man vandalizes a touch screen.,-1,5.219900,10.609114,3
A man has not sliced some fentanil with a saw.,-1,5.269774,8.252851,6
An anaerobic exercise device will be roughenning a Seagull outboard.,-1,5.617128,11.927994,3
A moveable holiday was strengthenning.,-1,7.101202,9.583979,5
A human youth is sitting a woman to a a booster chair.,-1,6.126565,11.797283,4
An alligator smells with a nose.,-1,5.157356,6.373613,5
2 rodents charged.,-1,9.382441,8.535686,4
A man has not got from nine proprietary identifiers a teenager.,-1,7.549553,11.897178,8
A boy will be observing a hotel room attribute.,-1,6.105167,10.980007,3
7 women will not communicate with a human baby.,-1,6.077787,9.396226,5
A girl will be inheritting 4 cups of sewage.,-1,6.071848,11.739679,3
An ethnic group penalized a Birch tree.,-1,6.677831,13.849913,2
An Aegilops Tauschii will exchange a key for a bowling shoe.,-1,4.458719,10.797723,4
A deity designed 14.4152 liquor shots of gas mixture.,-1,7.307145,12.902519,5
A girl judges a question.,-1,6.478693,9.019901,3
A microscope will hide a knucklehead.,-1,5.905032,10.332857,4
A girl compared a government cabinet.,-1,7.627690,9.750225,7
A boy is choking a human child.,-1,5.720574,8.026897,4
A coast guard will be protecting a valley.,-1,5.488512,9.138791,2
A woman interprets a top news feed.,-1,5.945264,9.175217,4
8 grass plants will not eat a cereal starch.,-1,6.798049,9.244512,9
A teenager will be pointing a cervical artery with a four stroke engine.,-1,5.803844,12.029481,3
A coxiella burnetii will swop a LAV-25 with a military corps.,-1,5.097673,10.842646,3
Eight men design an animacy attribute.,-1,7.875611,10.076265,8
A boy will be borrowing a human youth.,-1,6.658860,12.048148,3
7 mollusks doesn't spray some caffeinate free tea.,-1,7.084629,12.632448,6
A hemorrhagic fever was infecting a kangaroo.,-1,4.512212,10.066498,2
Nancy doesn't bear a normal fault.,-1,5.909879,9.564823,3
A man is comparing an Adventistsamfundet.,-1,6.366122,10.661455,6
A human youth will be pressing an axle.,-1,6.837627,11.628310,4
An inflation index minified.,-1,7.150651,10.198421,6
Five human adults were pouring some sake into a forty foot high cube container.,-1,6.044229,11.465688,3
5 sweet cherry trees are eliminating some feces from a lateral plantar artery.,-1,5.941370,11.389822,4
A man has not broke.,-1,6.434218,8.150727,3
A human adult is not acting.,-1,6.290760,8.325897,3
A human youth was inheritting a deep cervical artery.,-1,7.492366,14.035978,6
A human youth was dodging some prepared food.,-1,6.382699,11.797283,5
A human child injects some whiskey into a locust.,-1,5.210458,11.415346,4
A girl plans a heart beating at faster rate.,-1,6.146519,9.977367,4
A man watched at an assault amphibian unit.,-1,6.625593,9.394640,7
A boy shows a subjective emotional feeling to 7 girls.,-1,5.943309,8.300039,3
A girl was storing a skylight.,-1,5.278347,9.008720,2
Seven women smokes a cigar or cigarette.,-1,5.197186,9.571070,4
A teenager fishes a skate.,-1,6.863604,8.064207,6
A right lunate doesn't crunch some vitamin E.,-1,6.844407,11.650965,5
A deity is placing an afghan afghani coin.,-1,5.276572,12.902519,2
A goat sprays some long black.,-1,7.020276,9.820353,4
An angel was playing.,-1,6.165616,6.373613,5
A man is pipping a rifle.,-1,5.285872,8.646059,2
A boy raises.,-1,7.852552,7.969146,4
A posterior labial branch artery turns.,-1,6.999565,10.241224,4
A girl searches for a a radiating.,-1,6.108470,9.867579,3
A human child won't be cleaning.,-1,6.530402,9.336693,4
6 microorganisms are attacking.,-1,7.046152,10.204241,2
A man reads a a growth stock.,-1,7.048120,10.237816,4
A Union of welsh independents was finding.,-1,7.337498,12.433142,4
A pingstroerelsen partook a radio station a downtown.,-1,8.110247,12.580874,9
A deity was searching for a a pericarditis.,-1,5.564593,9.765624,4
A human baby will wade through a landlocked water.,-1,5.321410,8.487200,5
A woman shoots a m2 browning.,-1,5.819881,8.572540,3
A CYFA will drill the hole.,-1,7.065703,11.893182,5
A rowing machine will not be bearing the hole.,-1,5.264137,10.258310,3
Seven men strangles a woman.,-1,5.505611,9.571070,4
A Baptist church is protecting a spear.,-1,7.014030,11.104298,2
A water sprinkler is suffering 5 internal thoracic arterys 10 animal shells.,-1,5.623919,11.144366,3
A salmonella partyphi will affix a United reformed church.,-1,7.262397,12.101838,4
A woman will break.,-1,6.513452,7.393991,5
A girl sings a musical composition with a reciting.,-1,4.807878,7.939543,3
A crab was seeing a LED.,-1,7.258914,11.199015,4
Some sparkling water will be freezing.,-1,6.297884,10.450508,4
3 human adults will be painting some methamphetamine.,-1,6.955941,11.909972,4
3 men will be soldering some steel.,-1,5.792418,7.217162,3
Some distilled alcoholic beverage boiled.,-1,7.521905,9.893042,3
A relief valve grinds some Rinvoq.,-1,6.904203,12.969645,3
A teenager is posting a relief valve to a man.,-1,5.775078,11.041746,2
A boy will loan some bile to an angel.,-1,6.464171,12.532075,6
A boy cleans.,-1,8.242969,9.816486,4
A deity won't perform.,-1,7.024088,10.993829,3
A human child steals a federal housing administration from a Moravian church.,-1,6.380770,12.075530,4
Eight mice spray 2.4999 registry tons of vodka.,-1,7.078110,12.239732,4
A girl injects some ascorbic acid into a turtle.,-1,4.097139,8.940922,3
An antelope haves some cotton seed oil.,-1,6.401639,8.261223,9
A teenager has not painted a T1 vertebra bone.,-1,5.936627,10.405625,3
4 arachnids will be having five durum wheat grains.,-1,5.449873,11.192416,3
A human baby steals a key from a political coalition.,-1,5.652080,10.499273,4
An angel will be deciding a question.,-1,5.842825,7.913669,4
A teenager isn't planning a stationary front.,-1,6.559579,10.407359,3
Two girls were recalling a Microsoft windows.,-1,7.669624,13.348787,3
A queen insect nods a head.,-1,6.834681,10.592890,5
A MRSA will be killing.,-1,6.351970,9.565019,2
A WMD weapons production facility is radiating 5 deep auricular arterys an infraorbital artery.,-1,5.504334,9.929101,7
Some Tazac is not running.,-1,6.514501,7.892725,5
A US thanksgiving day is minifying.,-1,6.772854,13.495481,3
A louse won't hear a speaking loudly.,-1,6.426236,10.079058,4
A girl will be bombing.,-1,6.398010,7.939544,3
A boy is waving with a hand.,-1,4.607761,7.969146,2
An invertebrate is eating some aperitif.,-1,4.855142,7.819130,5
A state government wetted some sea water to a basket ball.,-1,6.160658,11.508681,7
A switch device will be radiating a fluid container a torque wrench.,-1,6.183382,10.104008,5
A boy is imagining a finger.,-1,5.973650,9.786985,2
4 teenagers play.,-1,8.108338,8.599764,4
A human child will be fishing ten ornamental fishes.,-1,6.362419,12.771114,4
Ten gillss squeezes an Epstein–Barr virus.,-1,6.203294,13.665089,5
A data transfer downloaded a hyperlink.,-1,7.248018,9.989796,7
3 human children will design a greater palatine artery.,-1,6.293695,11.365322,5
A deer wasn't comprehending an efferent arteriole.,-1,5.151557,10.365664,3
A girl was not studying 7 feus of freon-12.,-1,5.761037,10.817537,6
An anterior interventricular artery will be burning.,-1,5.305026,9.503947,3
A goat will be spraying some two percent milk.,-1,6.184447,11.186412,4
A boy will be reproducing a hammock.,-1,4.994896,11.060835,3
A deity was searching for a a trip.,-1,6.158175,10.645662,4
An angel will observe 7 hepatitis viruss.,-1,6.625596,8.980145,9
Five oysters nod a head.,-1,6.847955,8.598518,6
4 vultures doesn't hunt a cod.,-1,6.258599,10.851106,3
A communism is selling an orchestra an air force.,-1,6.842533,10.773650,6
A Balsa tree ate some pork.,-1,6.752457,9.879571,7
A scallop was smelling with a nose.,-1,5.791339,11.307160,3
A human baby was locating some NSAID.,-1,7.337666,14.522926,3
Two teenagers will be pestling a left patella.,-1,6.859015,11.708941,5
A deity discovered a clavicular artery to some fertilizer.,-1,7.079504,12.902519,11
A right rib bone will be precipitating an alternator a carotid artery.,-1,5.590197,10.274725,5
Karina was conveying with 3 boys.,-1,6.191398,10.026880,4
An angel has not searched for a a magazine.,-1,6.104373,9.951281,5
A personal watercraft was firing.,-1,6.099833,8.076794,3
A boy peels an eyelid from 8 vaccinia virions.,-1,5.304374,11.716219,3
A boy was giving a tuna to seven human adults.,-1,5.929769,11.102023,3
An angel plays.,-1,6.927303,6.902386,4
A spelt wheat grain was roughenning an ore carrier ship.,-1,6.525163,10.596527,13
A girl got from some dimercaprol a deity.,-1,6.465061,11.934383,7
9 mules were adding a pinsebevegelsen.,-1,7.297656,11.011189,6
A human youth was borrowing a boy.,-1,6.781027,11.631265,5
A human child will be reproducing a Union of welsh independents.,-1,6.462850,12.968725,4
A man is choreographing a yoga.,-1,5.074778,9.804365,2
A teenager will be binding a community church to some FinishedLumber.,-1,6.996998,13.714013,5
A mouse has not ducked to avoid a a pump.,-1,5.339881,10.476860,5
An almond fired.,-1,9.305376,10.419964,4
A deity compares a savings and loans.,-1,7.333972,12.121244,3
A girl will massage a man.,-1,5.628946,7.939544,4
Some proton cooled a superficial epigastric artery.,-1,6.212289,13.373043,6
A teenager was acting.,-1,7.291628,10.445815,2
A special operations force won't protect an involuntary muscle.,-1,6.263649,10.604286,4
A human baby won't tie a reproductive body to a seed.,-1,5.848265,10.969164,4
A deity is figuring a complex number.,-1,5.917858,12.902519,3
A human child irrigated the fertile terrain.,-1,6.487901,8.325897,4
A boy gives a virus outer membrane to a woman.,-1,5.224753,10.781385,3
An european nation doesn't exchange six T3 Vertebra Bones for 5 heptaploid cells.,-1,6.365198,12.094445,7
A human baby showed some whey with a hand.,-1,6.082877,9.720407,8
A man votes.,-1,7.142015,6.669364,4
A teenager slices an audio visual file with a blade.,-1,5.258368,9.501809,3
A cod kicks a testament with a foot.,-1,7.292275,13.721401,3
A teenager questions a woman.,-1,6.081125,8.064207,3
A marsupial won't be spraying some Stolichnoya.,-1,5.213538,12.341519,4
A paddy rice is punishing an anti-vaxxer.,-1,4.939987,8.556973,4
A boy shows a subjective emotional feeling to a human child.,-1,5.698076,7.969146,3
A woman pips a mortar gun.,-1,6.641314,9.154989,4
A man is not taking from a narrow gauge railway a girl.,-1,5.153954,8.183611,3
A boy will shoot some vollum 1B into a cub.,-1,6.471961,7.969146,8
An epoch will strengthen.,-1,8.130514,10.089306,5
An angel lends a palm bone to a man.,-1,5.622859,9.565242,3
A boy was not planning a sand storm.,-1,5.566887,7.969146,5
A cold blooded vertebrate kills a paddy rice.,-1,5.553552,8.567551,4
A feline will assail.,-1,7.192139,8.406939,6
A junior college replaces 6 master cards for a pajamas.,-1,6.191260,12.096539,8
A human youth subjected a checkpoint to a woman.,-1,6.712227,10.638140,6
An electrocardiogram will bray a key.,-1,5.566229,7.757713,3
A girl doesn't reproduce a medical device.,-1,6.179332,11.967081,4
A human child was vandalising a shimagh.,-1,6.719978,11.931988,4
A place address will dissever from 17.833 registry tons of Baileys.,-1,6.817001,13.474933,6
An Apostolisk church doesn't lose an ecosystem.,-1,6.340861,9.383900,6
8 human adults combined with a car seat.,-1,6.018489,8.842961,4
A human youth granted zero zero coupon bonds.,-1,7.642071,10.296566,7
A human baby will be cleaning.,-1,6.865323,8.325897,4
An angel designed a dravidian language.,-1,6.398418,9.318871,3
An islamic law court refinances a consolidation loan.,-1,5.775801,12.359062,3
A human is specifying a Union of welsh independents to accomplish an incendiary device attack.,-1,6.043146,14.687062,4
0 human children will be comparing a jury.,-1,7.681202,11.928261,4
A deity finds a left lacrimal bone.,-1,6.119869,12.902519,3
A teenager was graving a sculpture.,-1,6.155077,8.525059,2
A human youth takes from two fishes a human adult.,-1,5.901033,8.325897,7
A mission organization determines.,-1,8.331021,9.957796,5
4 human youths will not inherit a continent.,-1,6.748637,11.406425,8
A lake region smoothens a violin.,-1,7.601368,12.038570,5
Eight hominids smell with a nose.,-1,5.843295,11.533127,2
Zero human adults won't imagine a finger bone.,-1,7.470807,11.507458,4
A human adult will fry some feta.,-1,6.279832,8.588507,7
A deity writes a cavinena tacana language.,-1,8.614149,12.902519,7
A rat will be taking a shea nut.,-1,5.607259,10.885339,3
A human adult doesn't break.,-1,6.343613,8.305191,4
A human youth was strangling a human child.,-1,4.938094,11.797283,5
Sarah assists a human adult.,-1,7.818756,9.574934,5
A narrative text suffers four deltoid muscles a medial femoral circumflex descending branch artery.,-1,6.088038,12.791176,7
Seven boys disbursed a human youth.,-1,7.668232,11.234303,4
A boy will not reproduce a mass airflow sensor.,-1,6.299594,10.504566,4
