sentence,avg_nll,p95,human_label
A girl compared a government cabinet.,7.62769,9.750225,1
A boy is choking a human child.,5.720574,8.026897,2
A coast guard will be protecting a valley.,5.488512,9.138791,2
A woman interprets a top news feed.,5.945264,9.175217,2
8 grass plants will not eat a cereal starch.,6.798049,9.244512,-2
A teenager will be pointing a cervical artery with a four stroke engine.,5.803844,12.029481,-2
A coxiella burnetii will swop a LAV-25 with a military corps.,5.097673,10.842646,-2
Eight men design an animacy attribute.,7.875611,10.076265,1
A boy will be borrowing a human youth.,6.65886,12.048148,-2
7 mollusks doesn't spray some caffeinate free tea.,7.084629,12.632448,-2
A hemorrhagic fever was infecting a kangaroo.,4.512212,10.066498,2
Nancy doesn't bear a normal fault.,5.909879,9.564823,-2
A man is comparing an Adventistsamfundet.,6.366122,10.661455,-3
A human youth will be pressing an axle.,6.837627,11.62831,2
An inflation index minified.,7.150651,10.198421,2
Five human adults were pouring some sake into a forty foot high cube container.,6.044229,11.465688,2
5 sweet cherry trees are eliminating some feces from a lateral plantar artery.,5.94137,11.389822,-2
A man has not broke.,6.434218,8.150727,2
A human adult is not acting.,6.29076,8.325897,2
A human youth was inheritting a deep cervical artery.,7.492366,14.035978,1
A human youth was dodging some prepared food.,6.382699,11.797283,2
A human child injects some whiskey into a locust.,5.210458,11.415346,1
A girl plans a heart beating at faster rate.,6.146519,9.977367,1
A man watched at an assault amphibian unit.,6.625593,9.39464,1
A boy shows a subjective emotional feeling to 7 girls.,5.943309,8.300039,1
A girl was storing a skylight.,5.278347,9.00872,2
Seven women smokes a cigar or cigarette.,5.197186,9.57107,2
A teenager fishes a skate.,6.863604,8.064207,1
A right lunate doesn't crunch some vitamin E.,6.844407,11.650965,1
A deity is placing an afghan afghani coin.,5.276572,12.902519,2
A goat sprays some long black.,7.020276,9.820353,-1
An angel was playing.,6.165616,6.373613,2
A man is pipping a rifle.,5.285872,8.646059,1
A boy raises.,7.852552,7.969146,2
A posterior labial branch artery turns.,6.999565,10.241224,1
A girl searches for a a radiating.,6.10847,9.867579,-3
A human child won't be cleaning.,6.530402,9.336693,2
6 microorganisms are attacking.,7.046152,10.204241,1
A man reads a a growth stock.,7.04812,10.237816,1
A Union of welsh independents was finding.,7.337498,12.433142,-1
A pingstroerelsen partook a radio station a downtown.,8.110247,12.580874,-1
A deity was searching for a a pericarditis.,5.564593,9.765624,1
A human baby will wade through a landlocked water.,5.32141,8.4872,1
A woman shoots a m2 browning.,5.819881,8.57254,2
A CYFA will drill the hole.,7.065703,11.893182,-1
A rowing machine will not be bearing the hole.,5.264137,10.25831,1
Seven men strangles a woman.,5.505611,9.57107,2
A Baptist church is protecting a spear.,7.01403,11.104298,1
A water sprinkler is suffering 5 internal thoracic arterys 10 animal shells.,5.623919,11.144366,-1
A salmonella partyphi will affix a United reformed church.,7.262397,12.101838,1
A woman will break.,6.513452,7.393991,-1
A girl sings a musical composition with a reciting.,4.807878,7.939543,1
A crab was seeing a LED.,7.258914,11.199015,1
Some sparkling water will be freezing.,6.297884,10.450508,2
3 human adults will be painting some methamphetamine.,6.955941,11.909972,2
3 men will be soldering some steel.,5.792418,7.217162,2
Some distilled alcoholic beverage boiled.,7.521905,9.893042,2
A relief valve grinds some Rinvoq.,6.904203,12.969645,-1
A teenager is posting a relief valve to a man.,5.775078,11.041746,2
A boy will loan some bile to an angel.,6.464171,12.532075,1
A boy cleans.,8.242969,9.816486,2
A deity won't perform.,7.024088,10.993829,2
A human child steals a federal housing administration from a Moravian church.,6.38077,12.07553,1
Eight mice spray 2.4999 registry tons of vodka.,7.07811,12.239732,-2
A girl injects some ascorbic acid into a turtle.,4.097139,8.940922,2
An antelope haves some cotton seed oil.,6.401639,8.261223,1
A teenager has not painted a T1 vertebra bone.,5.936627,10.405625,2
4 arachnids will be having five durum wheat grains.,5.449873,11.192416,1
A human baby steals a key from a political coalition.,5.65208,10.499273,1
An angel will be deciding a question.,5.842825,7.913669,2
A teenager isn't planning a stationary front.,6.559579,10.407359,1
Two girls were recalling a Microsoft windows.,7.669624,13.348787,1
A queen insect nods a head.,6.834681,10.59289,1
A MRSA will be killing.,6.35197,9.565019,2
A WMD weapons production facility is radiating 5 deep auricular arterys an infraorbital artery.,5.504334,9.929101,-1
Some Tazac is not running.,6.514501,7.892725,1
A US thanksgiving day is minifying.,6.772854,13.495481,1
A louse won't hear a speaking loudly.,6.426236,10.079058,1
A girl will be bombing.,6.39801,7.939544,2
A boy is waving with a hand.,4.607761,7.969146,2
An invertebrate is eating some aperitif.,4.855142,7.81913,2
A state government wetted some sea water to a basket ball.,6.160658,11.508681,1
A switch device will be radiating a fluid container a torque wrench.,6.183382,10.104008,-1
A boy is imagining a finger.,5.97365,9.786985,2
4 teenagers play.,8.108338,8.599764,2
A human child will be fishing ten ornamental fishes.,6.362419,12.771114,2
Ten gillss squeezes an Epstein–Barr virus.,6.203294,13.665089,1
A data transfer downloaded a hyperlink.,7.248018,9.989796,2
3 human children will design a greater palatine artery.,6.293695,11.365322,1
A deer wasn't comprehending an efferent arteriole.,5.151557,10.365664,1
A girl was not studying 7 feus of freon-12.,5.761037,10.817537,-1
An anterior interventricular artery will be burning.,5.305026,9.503947,1
A goat will be spraying some two percent milk.,6.184447,11.186412,2
A boy will be reproducing a hammock.,4.994896,11.060835,1
A deity was searching for a a trip.,6.158175,10.645662,1
An angel will observe 7 hepatitis viruss.,6.625596,8.980145,1
Five oysters nod a head.,6.847955,8.598518,1
4 vultures doesn't hunt a cod.,6.258599,10.851106,1
A communism is selling an orchestra an air force.,6.842533,10.77365,1
A Balsa tree ate some pork.,6.752457,9.879571,-1
A scallop was smelling with a nose.,5.791339,11.30716,-2
A human baby was locating some NSAID.,7.337666,14.522926,1
Two teenagers will be pestling a left patella.,6.859015,11.708941,-1
A deity discovered a clavicular artery to some fertilizer.,7.079504,12.902519,-1
A right rib bone will be precipitating an alternator a carotid artery.,5.590197,10.274725,-1
Karina was conveying with 3 boys.,6.191398,10.02688,2
An angel has not searched for a a magazine.,6.104373,9.951281,1
A personal watercraft was firing.,6.099833,8.076794,1
A boy peels an eyelid from 8 vaccinia virions.,5.304374,11.716219,1
A boy was giving a tuna to seven human adults.,5.929769,11.102023,2
An angel plays.,6.927303,6.902386,2
A spelt wheat grain was roughenning an ore carrier ship.,6.525163,10.596527,-1
A girl got from some dimercaprol a deity.,6.465061,11.934383,-1
9 mules were adding a pinsebevegelsen.,7.297656,11.011189,-2
A human youth was borrowing a boy.,6.781027,11.631265,1
A human child will be reproducing a Union of welsh independents.,6.46285,12.968725,1
A man is choreographing a yoga.,5.074778,9.804365,2
A teenager will be binding a community church to some FinishedLumber.,6.996998,13.714013,-1
A mouse has not ducked to avoid a a pump.,5.339881,10.47686,1
An almond fired.,9.305376,10.419964,-1
A deity compares a savings and loans.,7.333972,12.121244,1
A girl will massage a man.,5.628946,7.939544,2
Some proton cooled a superficial epigastric artery.,6.212289,13.373043,1
A teenager was acting.,7.291628,10.445815,2
A special operations force won't protect an involuntary muscle.,6.263649,10.604286,1
A human baby won't tie a reproductive body to a seed.,5.848265,10.969164,1
A deity is figuring a complex number.,5.917858,12.902519,2
A human child irrigated the fertile terrain.,6.487901,8.325897,1
A boy gives a virus outer membrane to a woman.,5.224753,10.781385,1
An european nation doesn't exchange six T3 Vertebra Bones for 5 heptaploid cells.,6.365198,12.094445,1
A human baby showed some whey with a hand.,6.082877,9.720407,1
A man votes.,7.142015,6.669364,2
A teenager slices an audio visual file with a blade.,5.258368,9.501809,1
A cod kicks a testament with a foot.,7.292275,13.721401,-2
A teenager questions a woman.,6.081125,8.064207,2
A marsupial won't be spraying some Stolichnoya.,5.213538,12.341519,1
A paddy rice is punishing an anti-vaxxer.,4.939987,8.556973,-2
A boy shows a subjective emotional feeling to a human child.,5.698076,7.969146,2
A woman pips a mortar gun.,6.641314,9.154989,-1
A man is not taking from a narrow gauge railway a girl.,5.153954,8.183611,1
A boy will shoot some vollum 1B into a cub.,6.471961,7.969146,1
An epoch will strengthen.,8.130514,10.089306,2
An angel lends a palm bone to a man.,5.622859,9.565242,1
A boy was not planning a sand storm.,5.566887,7.969146,2
A cold blooded vertebrate kills a paddy rice.,5.553552,8.567551,2
A feline will assail.,7.192139,8.406939,2
A junior college replaces 6 master cards for a pajamas.,6.19126,12.096539,2
A human youth subjected a checkpoint to a woman.,6.712227,10.63814,2
An electrocardiogram will bray a key.,5.566229,7.757713,-1
A girl doesn't reproduce a medical device.,6.179332,11.967081,1
A human child was vandalising a shimagh.,6.719978,11.931988,2
A place address will dissever from 17.833 registry tons of Baileys.,6.817001,13.474933,1
An Apostolisk church doesn't lose an ecosystem.,6.340861,9.3839,1
8 human adults combined with a car seat.,6.018489,8.842961,1
A human youth granted zero zero coupon bonds.,7.642071,10.296566,1
A human baby will be cleaning.,6.865323,8.325897,2
An angel designed a dravidian language.,6.398418,9.318871,2
An islamic law court refinances a consolidation loan.,5.775801,12.359062,2
A human is specifying a Union of welsh independents to accomplish an incendiary device attack.,6.043146,14.687062,1
0 human children will be comparing a jury.,7.681202,11.928261,2
A deity finds a left lacrimal bone.,6.119869,12.902519,2
A teenager was graving a sculpture.,6.155077,8.525059,2
A human youth takes from two fishes a human adult.,5.901033,8.325897,-1
A mission organization determines.,8.331021,9.957796,1
4 human youths will not inherit a continent.,6.748637,11.406425,2
A lake region smoothens a violin.,7.601368,12.03857,-1
Eight hominids smell with a nose.,5.843295,11.533127,2
Zero human adults won't imagine a finger bone.,7.470807,11.507458,1
A human adult will fry some feta.,6.279832,8.588507,2
A deity writes a cavinena tacana language.,8.614149,12.902519,2
A rat will be taking a shea nut.,5.607259,10.885339,2
A human adult doesn't break.,6.343613,8.305191,2
A human youth was strangling a human child.,4.938094,11.797283,2
Sarah assists a human adult.,7.818756,9.574934,2
A narrative text suffers four deltoid muscles a medial femoral circumflex descending branch artery.,6.088038,12.791176,-1
Seven boys disbursed a human youth.,7.668232,11.234303,-2
A boy will not reproduce a mass airflow sensor.,6.299594,10.504566,2
A teenager has not advertized an european city to a human baby.,6.153618,11.334082,2
A leaf spring was falling a black current five guernsey cattles.,6.812602,9.609879,-1
A human adult was resolving a question.,6.12453,8.325897,2
A woman vandalized a hardware system.,6.495236,10.993531,2
A boy forgave a subjective emotional feeling to a woman.,5.623682,11.967739,2
A soccer team doesn't stretch.,5.521665,9.669341,2
A dorsal carpal arch artery radiates a handle a C6 vertebra bone.,5.888551,10.884415,-1
Some Valium will be extending.,6.949829,10.241036,1
Zero women were planning a palpitations.,7.467213,11.116228,1
A human baby shoots a GAU-15/A machine gun.,4.760384,9.973913,1
4 human youths will be remembering a mechanical engineering.,7.346132,11.76335,2
A boy is searching for a an engine cranking.,5.754801,10.538065,2
A college isn't protecting an Aeropress.,6.220875,12.751295,2
A human child will not nod a head.,5.651102,8.325897,2
6 human babys are pestling a solenoid.,6.962385,12.401434,1
A deity was impersonating.,6.686742,9.748505,2
An angel plans a pampero.,6.949092,9.717276,1
A human baby will not be breaking.,6.183277,8.325897,1
A woman is guiding a man.,4.32389,5.834043,2
Two girls were shooting some Benelysta into a toad.,6.166442,12.727026,1
A girl was planning a speaking at a slower rate.,5.825764,11.629097,1
A human baby stole a lunate bone from a salmon.,5.867709,10.780948,1
A girl will be revealing an inferior ulnar collateral artery to a growth stock.,6.07118,12.246605,1
An automated system starved a hoofed mammal.,5.371874,13.197606,2
A human adult was disbursing a girl.,5.784848,9.864338,1
A man is questioning a teenager.,4.954815,6.720128,2
A teenager soldered some brass.,6.510051,8.064207,2
A girl won't be analysing a half wave single phase rectifier.,5.071593,8.811508,2
A deity assists a boy.,6.894891,11.18572,2
A public library is choosing a below the line.,6.029604,11.659809,1
A woman doesn't assault a human baby.,5.372371,7.818347,2
A Frelsesarmeen auctions a left gastric artery.,6.260168,11.424286,1
An ape watches at a clamp.,7.307157,11.261819,-1
A woman telephones a boy a fixed phone.,5.650281,9.625074,-1
Ten human children toy.,8.903417,9.728272,-3
An anterior tibial recurrent artery was falling a fungus a canal lock gate.,6.451954,11.508528,-1
6 senepol cattles will nod 6 heads.,6.320676,13.114283,2
A deity will not be figuring a Friday.,7.201819,12.902519,1
