sentence,n_tokens,avg_nll,p95,p99,max_surp,spike_frac_35,spike_frac_50,run_norm_35,uniq_token_ratio,rep_1gram,rep_2gram,top1_prob_mean,top1_minus_true_mean,punct_ratio,digit_ratio,upper_ratio,paren_imbalance_abs,bracket_imbalance_abs,human_label
A human youth is comparing a mortar platoon.,10,6.389307,11.601562,11.601562,11.796875,0.7,0.5,0.3,1,0,0,0.212402,0.117432,0.022727,0,0.022727,0,0,2
8 brucella bacteriums will uncover an extended fishing zone.,14,6.743338,12.046875,12.046875,12.15625,0.857143,0.714286,0.5,1,0,0,0.182373,0.147095,0.016667,0.016667,0,0,0,-1
An Independent church leaves some linguine to some chicken meat.,12,7.053874,10.890625,10.890625,13.484375,0.833333,0.666667,0.583333,0.916667,0,0,0.211182,0.202515,0.015625,0,0.03125,0,0,-3
A llama doesn't hear a speaking.,8,6.380005,11.101562,11.101562,12.648438,0.75,0.5,0.375,1,0,0,0.270996,0.223389,0.0625,0,0.03125,0,0,1
A human youth massages a human child.,8,6.462646,11.796875,11.796875,14.0625,0.75,0.5,0.5,0.875,0,0,0.154175,0.101196,0.027027,0,0.027027,0,0,2
An angel painted an occipital lobes.,10,5.55459,8.289062,8.289062,12.914062,0.7,0.5,0.6,1,0,0,0.271484,0.185059,0.027778,0,0.027778,0,0,1
A woman is shooting a m240.,8,6.193481,9.65625,9.65625,12.179688,0.75,0.5,0.375,1,0,0,0.182373,0.151367,0.037037,0.111111,0.037037,0,0,2
A MRSA has not pressed a greater palatine artery.,13,5.826665,12.78125,12.78125,13.554688,0.615385,0.461538,0.461538,1,0,0,0.292969,0.176758,0.020408,0,0.102041,0,0,0
A consulate general will be selling an art work a house church.,13,6.039814,10.34375,10.34375,14.007812,0.769231,0.538462,0.307692,1,0,0,0.204224,0.149292,0.015873,0,0.015873,0,0,-3
9 reptiles tramp some V series nerve agent to four submental deep branch arterys.,19,7.462595,11.125,11.125,13.320312,0.894737,0.789474,0.421053,1,0,0,0.226196,0.188232,0.012346,0.012346,0.012346,0,0,-3
A human baby combines with a bladder.,8,6.45636,10.21875,10.21875,11.179688,0.875,0.625,0.625,1,0,0,0.186768,0.136353,0.027027,0,0.027027,0,0,-1
A girl waters the fertile terrain.,7,6.79548,9.554688,9.554688,11.59375,0.857143,0.571429,0.428571,1,0,0,0.215454,0.196411,0.029412,0,0.029412,0,0,2
A human adult reproduces 6 kentia palm seeds.,12,5.571604,10.148438,10.148438,16.28125,0.666667,0.416667,0.333333,1,0,0,0.258301,0.134766,0.022222,0.022222,0.022222,0,0,-1
A man doesn't divulge a right marginal artery to a posterior division iliac artery.,18,5.641695,12.664062,12.664062,13.710938,0.555556,0.5,0.166667,0.888889,0,0,0.348389,0.171509,0.024096,0,0.012048,0,0,-1
A lobster will be determining from a museum.,9,6.710503,11.4375,11.4375,13.226562,0.666667,0.555556,0.333333,1,0,0,0.169312,0.145142,0.022727,0,0.022727,0,0,-1
A pea was firing.,5,7.751563,11.929688,11.929688,12.695312,1,0.6,1,1,0,0,0.148193,0.142578,0.058824,0,0.058824,0,0,-3
A deity will perform.,5,7.35,6.8125,6.8125,12.898438,1,0.8,1,1,0,0,0.225952,0.222656,0.047619,0,0.047619,0,0,1
A teenager doesn't direct a toy house to a coral reef.,13,5.456008,10.257812,10.257812,12.085938,0.538462,0.461538,0.230769,0.923077,0,0,0.240356,0.107666,0.037037,0,0.018519,0,0,1
A grasshopper punched 3 monocytes.,10,5.909317,12.140625,12.140625,12.523438,0.6,0.5,0.2,1,0,0,0.258301,0.132935,0.029412,0.029412,0.029412,0,0,-2
A human adult will judge a question.,8,6.354248,8.328125,8.328125,11.085938,0.875,0.625,0.625,1,0,0,0.141846,0.114319,0.027778,0,0.027778,0,0,2
A human baby will be referring a non null set.,11,6.348722,10.789062,10.789062,12.71875,0.818182,0.545455,0.454545,1,0,0,0.288574,0.270996,0.021739,0,0.021739,0,0,-3
A deity has not peeled 4 eyelids from a mule.,14,5.530709,12.898438,12.898438,15.148438,0.571429,0.428571,0.428571,1,0,0,0.209961,0.123779,0.022222,0.022222,0.022222,0,0,1
A caterpillar will comprehend a courtyard.,8,6.548279,11.929688,11.929688,12.703125,0.625,0.5,0.25,1,0,0,0.192139,0.107544,0.02381,0,0.02381,0,0,-2
A woman will be producing a la crosse virus to nine human youths.,15,6.212109,11.242188,11.242188,11.648438,0.733333,0.6,0.333333,1,0,0,0.185425,0.131714,0.015385,0,0.015385,0,0,1
An ornamental fish dumps some transport protein.,9,7.327637,12.617188,12.617188,15.421875,0.888889,0.777778,0.666667,1,0,0,0.199219,0.150146,0.020833,0,0.020833,0,0,1
Three men won't paint a knock light.,9,7.311849,12.484375,12.484375,12.5,0.666667,0.555556,0.333333,1,0,0,0.186523,0.156494,0.055556,0,0.027778,0,0,1
A musculo articular branch artery contracts some abalone.,12,6.897195,10.164062,10.164062,11.523438,0.916667,0.75,0.583333,1,0,0,0.351074,0.265137,0.017544,0,0.017544,0,0,-1
An irrigation channel is closing.,6,6.087565,9.476562,9.476562,9.921875,0.833333,0.5,0.5,1,0,0,0.218018,0.191528,0.030303,0,0.030303,0,0,2
An amphibian was eating some Baileys.,10,5.215443,9.992188,9.992188,11.210938,0.7,0.5,0.5,1,0,0,0.323486,0.180786,0.027027,0,0.054054,0,0,1
A horse excretes some urine from a palm bone.,12,5.447835,10.148438,10.148438,13.140625,0.5,0.416667,0.25,1,0,0,0.227295,0.130737,0.022222,0,0.022222,0,0,-3
Two clovers are not stretching.,7,6.474051,11.617188,11.617188,13.421875,0.571429,0.428571,0.285714,1,0,0,0.165161,0.137573,0.032258,0,0.032258,0,0,1
A teenager doesn't pestle 12.73 ton masss of beryllium.,19,5.750623,9.3125,9.3125,16.765625,0.736842,0.526316,0.473684,0.947368,0,0,0.317627,0.175049,0.054545,0.072727,0.018182,0,0,1
A LabCorp will not be extending.,8,6.562866,10.039062,10.039062,11.078125,0.875,0.625,0.625,1,0,0,0.240601,0.174927,0.03125,0,0.09375,0,0,-3
A man doesn't paint a directional control valve.,10,6.294629,10.59375,10.59375,15.023438,0.7,0.6,0.3,1,0,0,0.268799,0.207642,0.041667,0,0.020833,0,0,2
A left ulna wasn't closing.,8,7.049744,11.117188,11.117188,12.765625,0.75,0.5,0.625,1,0,0,0.316162,0.249634,0.074074,0,0.037037,0,0,2
A teenager will not express a subjective emotional feeling to a girl.,13,5.332031,8.078125,8.078125,12.617188,0.692308,0.384615,0.307692,0.923077,0,0,0.203125,0.177002,0.014493,0,0.014493,0,0,2
A hospital chapel sold two radial recurrent arterys an amphibious reconnaissance unit.,15,7.81862,15.242188,15.242188,16.890625,0.8,0.666667,0.533333,1,0,0,0.27832,0.26123,0.011628,0,0.011628,0,0,-3
A human baby was understanding a passport.,8,7.210449,12.109375,12.109375,15.5,0.75,0.5,0.375,1,0,0,0.201538,0.186646,0.02381,0,0.02381,0,0,1
A human child will be questioning a girl.,9,6.101997,8.328125,8.328125,12.023438,0.888889,0.555556,0.444444,1,0,0,0.197876,0.178833,0.02439,0,0.02439,0,0,2
Catherine will be downloading a JPG file.,9,5.098687,9.609375,9.609375,10.390625,0.555556,0.555556,0.333333,1,0,0,0.174561,0.08606,0.02439,0,0.097561,0,0,2
An angel reproduces a steppe.,8,5.779694,9.632812,9.632812,12.179688,0.625,0.5,0.375,1,0,0,0.181641,0.078247,0.034483,0,0.034483,0,0,1
A human child was not slicing a communist party with a paper shredder.,15,5.577598,13.320312,13.320312,15.945312,0.666667,0.466667,0.2,0.933333,0,0,0.265625,0.141968,0.014286,0,0.014286,0,0,-1
A girl lubricates a left tibia.,9,5.615967,9.726562,9.726562,15.203125,0.555556,0.444444,0.333333,1,0,0,0.265137,0.12561,0.032258,0,0.032258,0,0,2
A human child directed an american city to an aquatic mammal.,13,5.756407,9.867188,9.867188,10.40625,0.769231,0.615385,0.538462,0.923077,0,0,0.211304,0.112244,0.016393,0,0.016393,0,0,-3
Some ground water cuts some brackish water.,10,5.301035,9.59375,9.59375,10.445312,0.6,0.5,0.6,0.9,0,0,0.307861,0.103516,0.023256,0,0.023256,0,0,-1
A salvation army mission shares a right distal phalanx I bone a maple tree.,18,5.90307,13.265625,13.265625,14.820312,0.666667,0.555556,0.222222,0.944444,0,0,0.230103,0.106567,0.013333,0,0.026667,0,0,-3
A human child will perform.,6,6.80013,7.90625,7.90625,8.328125,1,0.833333,1,1,0,0,0.181763,0.178589,0.037037,0,0.037037,0,0,2
An antelope was visitting a leg to four legionellas.,13,7.087139,11.414062,11.414062,14.210938,0.769231,0.615385,0.384615,1,0,0,0.151489,0.120544,0.019231,0,0.019231,0,0,-3
An anchor will be concealing a clinic.,9,6.260281,12.882812,12.882812,14.25,0.666667,0.555556,0.333333,1,0,0,0.191528,0.07666,0.026316,0,0.026316,0,0,1
A boy was choosing a question.,7,6.002651,8.375,8.375,12.046875,0.714286,0.428571,0.285714,1,0,0,0.160278,0.116394,0.033333,0,0.033333,0,0,2
Four human youths will not perform.,7,7.378348,8.578125,8.578125,10.640625,1,1,1,1,0,0,0.189331,0.187378,0.028571,0,0.028571,0,0,2
An agency ascertains from a school.,9,5.566596,7.640625,7.640625,8.40625,0.777778,0.666667,0.444444,1,0,0,0.28418,0.182495,0.028571,0,0.028571,0,0,1
2 human youths will be voting.,7,7.17034,10.554688,10.554688,11.570312,0.857143,0.714286,0.571429,1,0,0,0.213623,0.160278,0.033333,0.033333,0,0,0,2
A human baby was reproducing a left maxilla bone.,12,5.670078,9.804688,9.804688,14.039062,0.583333,0.416667,0.25,1,0,0,0.3125,0.201782,0.020408,0,0.020408,0,0,-1
A company- military found from a medical school.,10,7.175781,10.9375,10.9375,16.484375,0.9,0.6,0.6,1,0,0,0.204956,0.186401,0.041667,0,0.020833,0,0,-3
A human child will be watering the fertile terrain.,10,6.517773,9.351562,9.351562,15.78125,0.7,0.6,0.4,1,0,0,0.232056,0.189331,0.019608,0,0.019608,0,0,2
A boy will not watch at a right proximal foot phalanx IV bone.,17,5.706444,11.117188,11.117188,12.960938,0.705882,0.529412,0.176471,1,0,0,0.28125,0.179199,0.016129,0,0.048387,0,0,1
A human youth waves with a hand.,8,6.761108,11.375,11.375,11.796875,0.875,0.75,0.625,1,0,0,0.202637,0.155762,0.03125,0,0.03125,0,0,2
A kitten was rendering an american express card into a mandan group language.,15,6.638086,10.828125,10.828125,16.625,0.733333,0.6,0.266667,1,0,0,0.161255,0.104797,0.012987,0,0.012987,0,0,-1
A Javelin anti-tank missile has not turned.,11,5.028043,8.757812,8.757812,10.054688,0.636364,0.545455,0.272727,1,0,0,0.424805,0.21582,0.046512,0,0.046512,0,0,1
A man will be including a non null set.,10,6.272754,11.679688,11.679688,14.46875,0.8,0.6,0.4,1,0,0,0.229614,0.172241,0.025641,0,0.025641,0,0,-3
10 boys were not judging a question.,8,7.313721,12.125,12.125,13.820312,0.75,0.625,0.625,1,0,0,0.117798,0.100952,0.027778,0.055556,0,0,0,2
A switch device roughens a right true rib 7 bone.,13,7.618465,13.242188,13.242188,15.570312,0.846154,0.615385,0.384615,1,0,0,0.186279,0.163574,0.020408,0.020408,0.020408,0,0,-2
An Apostolic church famishes a poultry.,9,7.846625,14.023438,14.023438,14.289062,0.777778,0.777778,0.333333,1,0,0,0.187988,0.127563,0.025641,0,0.051282,0,0,1
Grace is placing a coin.,6,6.75765,10.453125,10.453125,11.015625,0.666667,0.666667,0.333333,1,0,0,0.253418,0.203735,0.041667,0,0.041667,0,0,2
A ship berth starves a donkey.,9,6.090875,9.992188,9.992188,11.523438,0.666667,0.555556,0.555556,1,0,0,0.314453,0.197876,0.033333,0,0.033333,0,0,-2
A man is borrowing an angel.,7,5.94894,9.359375,9.359375,12.335938,0.714286,0.428571,0.428571,1,0,0,0.174561,0.156494,0.035714,0,0.035714,0,0,2
A deer is losing an ocean liner.,8,6.207275,9.929688,9.929688,10.367188,0.75,0.625,0.5,1,0,0,0.246094,0.2229,0.03125,0,0.03125,0,0,0
A Baptist union of wales translated a pass certificate into a birds head language.,16,6.757568,11.234375,11.234375,13.195312,0.6875,0.625,0.25,0.9375,0,0,0.192627,0.138306,0.012195,0,0.02439,0,0,-3
7 human youths has not interviewed a teenager.,9,7.711372,10.953125,10.953125,12.679688,0.888889,0.777778,0.888889,1,0,0,0.185547,0.178955,0.021739,0.021739,0,0,0,2
A warm blooded vertebrate has not swops a bladder with a recording company.,17,5.817692,12.554688,12.554688,13.4375,0.705882,0.529412,0.352941,0.941176,0,0,0.332031,0.175903,0.013333,0,0.013333,0,0,-3
A human adult paints an Elim pentecostal church.,12,6.056492,13.15625,13.15625,15.367188,0.583333,0.5,0.333333,1,0,0,0.423584,0.219238,0.020833,0,0.041667,0,0,2
An octopus will not be releasing a United free church of Scotland.,14,5.969482,11.773438,11.773438,12.164062,0.642857,0.5,0.285714,1,0,0,0.214844,0.146362,0.015152,0,0.045455,0,0,-1
8 human children raises.,5,8.882812,11.078125,11.078125,11.429688,1,1,1,1,0,0,0.148438,0.146973,0.041667,0.041667,0,0,0,1
A boy loans an organizational board to an angel.,10,6.194482,12.59375,12.59375,13.53125,0.8,0.5,0.6,0.9,0,0,0.221069,0.161743,0.020833,0,0.020833,0,0,1
An afferent arteriole was precipitating a forty foot standard container a petroleum tanker ship.,20,5.835703,10.867188,10.867188,12.3125,0.7,0.65,0.4,0.9,0,0,0.304688,0.144287,0.010417,0,0.010417,0,0,-3
Five variola minors weren't attacking.,8,8.329285,11.75,11.75,14.695312,0.875,0.75,0.625,1,0,0,0.295166,0.238159,0.052632,0,0.026316,0,0,1
A human child binds 4.377 amus of polonium to a central retinal artery.,20,5.334009,11.257812,11.257812,11.28125,0.55,0.45,0.25,0.95,0,0,0.243042,0.162964,0.028169,0.056338,0.014085,0,0,1
Nine human babys are seating a teenager to a a chair.,12,7.228027,12.765625,12.765625,14.789062,0.833333,0.583333,0.666667,0.833333,0.090909,0,0.207397,0.172119,0.018868,0,0.018868,0,0,1
A human youth questioned a girl.,7,6.63923,10.375,10.375,11.796875,0.714286,0.571429,0.571429,1,0,0,0.132812,0.117859,0.03125,0,0.03125,0,0,2
An angel sung a musical composition with a speaking in a disturbed fashion.,14,5.865444,11.148438,11.148438,11.9375,0.714286,0.571429,0.214286,0.857143,0,0,0.191772,0.136597,0.013333,0,0.013333,0,0,1
A human baby will be helping an angel.,9,6.098741,8.328125,8.328125,10.296875,0.888889,0.666667,0.444444,1,0,0,0.211182,0.194214,0.026316,0,0.026316,0,0,0
A human adult specifies a nonprofit organization to accomplish an IT process.,13,6.170673,11.992188,11.992188,12.320312,0.692308,0.538462,0.307692,1,0,0,0.182983,0.117371,0.012987,0,0.038961,0,0,2
A teenager has not understood a canadian dollar coin.,10,6.308105,8.625,8.625,14.390625,0.7,0.5,0.3,1,0,0,0.233765,0.204834,0.018868,0,0.018868,0,0,1
A human adult is breaking an apartment building to an investing.,12,6.69515,11.367188,11.367188,11.953125,0.833333,0.583333,0.333333,0.916667,0,0,0.224854,0.211304,0.015625,0,0.015625,0,0,1
A girl dodges some pine wood.,8,6.254761,7.941406,7.941406,11.851562,0.875,0.625,0.5,1,0,0,0.279297,0.170166,0.034483,0,0.034483,0,0,2
A hepatitis virus affixs ten interlobar arterys.,13,6.656851,10.398438,10.398438,12.960938,0.846154,0.538462,0.692308,1,0,0,0.373535,0.362305,0.020833,0,0.020833,0,0,1
A boy is playing.,5,4.827734,5.953125,5.953125,7.96875,0.6,0.4,0.4,1,0,0,0.183228,0.157471,0.058824,0,0.058824,0,0,2
An insect refinances a secured loan.,8,6.498779,11.289062,11.289062,16.53125,0.625,0.5,0.5,1,0,0,0.256348,0.170776,0.027778,0,0.027778,0,0,-2
A human youth will be pointing an anterior spinal artery with a wet bar.,15,6.296224,11.796875,11.796875,12.117188,0.666667,0.533333,0.266667,1,0,0,0.162842,0.107361,0.013889,0,0.013889,0,0,1
A human adult was determining a question.,8,6.582275,8.328125,8.328125,11.609375,0.875,0.625,0.875,1,0,0,0.207153,0.198608,0.02439,0,0.02439,0,0,2
A girl is inheritting some tequila.,9,6.171658,11.0625,11.0625,14.992188,0.666667,0.444444,0.444444,1,0,0,0.178467,0.14917,0.028571,0,0.028571,0,0,2
Three human babys were vandalizing a rickettsia rickettsii.,16,5.068714,9.992188,9.992188,14.1875,0.5625,0.5,0.375,0.8125,0,0.266667,0.374023,0.155151,0.016949,0,0.016949,0,0,-1
Some wheat flour ferments.,6,6.676964,11.390625,11.390625,11.726562,0.833333,0.666667,0.666667,1,0,0,0.300537,0.133301,0.038462,0,0.038462,0,0,2
Six human adults will be voting.,7,6.621791,8.960938,8.960938,10.71875,0.857143,0.571429,0.571429,1,0,0,0.203247,0.153198,0.03125,0,0.03125,0,0,2
UNK_ORG_1 was looking for a a T1 vertebra bone.,16,5.810745,14.3125,14.3125,14.414062,0.625,0.5,0.25,0.875,0.066667,0,0.235474,0.099182,0.06383,0.042553,0.148936,0,0,-3
Two teenagers were soldering some brass.,8,6.314865,7.851562,7.851562,16.8125,0.75,0.625,0.375,1,0,0,0.271729,0.145142,0.025,0,0.025,0,0,2
8 human adults buy a house.,7,6.094169,8.609375,8.609375,11.070312,0.571429,0.571429,0.571429,1,0,0,0.176392,0.117188,0.037037,0.037037,0,0,0,2
An angel will be disbursing a boy.,10,5.316794,10.382812,10.382812,11.710938,0.6,0.5,0.3,1,0,0,0.255127,0.120544,0.029412,0,0.029412,0,0,0
A human child was massaging a man.,9,5.485135,8.328125,8.328125,12.25,0.666667,0.444444,0.333333,1,0,0,0.203613,0.162231,0.029412,0,0.029412,0,0,2
An ornamental fish will eat some palm oil.,10,5.701123,8.289062,8.289062,12.320312,0.8,0.6,0.6,1,0,0,0.185913,0.134277,0.02381,0,0.02381,0,0,2
A lion was killing a grasshopper.,9,4.330598,8.5625,8.5625,10.617188,0.555556,0.333333,0.444444,1,0,0,0.30249,0.087036,0.030303,0,0.030303,0,0,2
A house church protects a Shaftesbury society.,10,6.783248,11.945312,11.945312,18.5,0.7,0.6,0.4,1,0,0,0.367188,0.182617,0.021739,0,0.043478,0,0,1
6.06 ounces of ground water was reducing some tear.,12,6.693197,11.359375,11.359375,13.289062,0.833333,0.583333,0.583333,0.916667,0,0,0.211548,0.165527,0.039216,0.058824,0,0,0,-1
Some pancake ferments.,6,6.753077,12.992188,12.992188,14.429688,0.666667,0.5,0.333333,1,0,0,0.398926,0.157959,0.045455,0,0.045455,0,0,2
Some maple wood will frost.,6,7.538086,11.53125,11.53125,11.59375,0.833333,0.666667,0.833333,1,0,0,0.199341,0.19104,0.037037,0,0.037037,0,0,2
A rat kicked a musical group with a foot.,10,6.133203,10.882812,10.882812,11.515625,0.7,0.6,0.3,0.9,0,0,0.168823,0.12323,0.02439,0,0.02439,0,0,1
A guernsey cattle was respiring some greenhouse gas.,12,6.209863,11.507812,11.507812,17.359375,0.666667,0.5,0.25,1,0,0,0.328369,0.138184,0.019231,0,0.019231,0,0,2
A human adult is reading a a ticket.,9,6.282932,10.046875,10.046875,11.054688,0.666667,0.555556,0.333333,0.888889,0.125,0,0.227783,0.153931,0.027778,0,0.027778,0,0,2
A tuna is protecting a tennis court.,8,6.123779,12.453125,12.453125,12.789062,0.5,0.375,0.25,1,0,0,0.221191,0.176636,0.027778,0,0.027778,0,0,-1
A water buffalo will be smelling with a nose.,10,5.389062,8.023438,8.023438,12.53125,0.8,0.5,0.4,1,0,0,0.133789,0.08783,0.022222,0,0.022222,0,0,2
A human baby is impersonating.,7,6.735631,8.328125,8.328125,16.53125,0.714286,0.571429,0.428571,1,0,0,0.325439,0.22998,0.033333,0,0.033333,0,0,2
A mouse is not chewing.,6,6.146484,9.875,9.875,10.90625,0.833333,0.333333,0.5,1,0,0,0.303711,0.286865,0.043478,0,0.043478,0,0,2
A cold blooded vertebrate sprays 12.4410 ounces of patron tequilla.,20,5.521826,13.90625,13.90625,14.109375,0.7,0.45,0.15,0.95,0,0,0.363525,0.165283,0.029851,0.089552,0.014925,0,0,1
A domestic dog will be smelling with a nose.,10,5.162695,9.59375,9.59375,10.914062,0.6,0.3,0.4,1,0,0,0.171143,0.144409,0.022727,0,0.022727,0,0,2
An anaconda is comprehending a mast.,9,6.044162,10.570312,10.570312,14.585938,0.555556,0.555556,0.222222,1,0,0,0.306641,0.229126,0.027778,0,0.027778,0,0,1
A teenager wasn't pointing a right III metacarpal with a hand.,16,5.546413,12.453125,12.453125,14.78125,0.625,0.5,0.1875,0.9375,0,0,0.343994,0.140747,0.032258,0,0.064516,0,0,1
Six human youths are binding an Evangelical church to some hydrocarbon.,14,6.714286,11.601562,11.601562,13.601562,0.642857,0.571429,0.214286,1,0,0,0.192383,0.162964,0.014085,0,0.028169,0,0,-3
A rewritable data storage radiates a forty foot high cube container a tug boat.,17,6.472757,14.273438,14.273438,14.742188,0.705882,0.470588,0.411765,0.941176,0,0,0.233398,0.143188,0.012658,0,0.012658,0,0,-1
A woman pours 3.609 pints of beer into a forty foot half height container.,19,4.837335,10.257812,10.257812,11.640625,0.578947,0.473684,0.263158,0.947368,0,0,0.342773,0.143311,0.027027,0.054054,0.013514,0,0,2
A rickettsia rickettsii will be eating some mollusk.,16,4.277152,9.359375,9.359375,10.507812,0.5,0.4375,0.1875,0.8125,0,0.266667,0.370117,0.134888,0.019231,0,0.019231,0,0,0
A hominid ducked to avoid a a telephone handset.,13,5.389836,10.1875,10.1875,12.132812,0.692308,0.384615,0.230769,0.923077,0.083333,0,0.277344,0.151001,0.020833,0,0.020833,0,0,2
Zero boys doesn't process a mass airflow sensor.,10,7.208057,10.695312,10.695312,11.921875,0.8,0.6,0.5,1,0,0,0.171021,0.095215,0.041667,0,0.020833,0,0,1
An airbag wasn't inflating with some greenhouse gas.,12,5.20179,8.65625,8.65625,13.09375,0.666667,0.583333,0.333333,1,0,0,0.282959,0.13501,0.038462,0,0.019231,0,0,1
A human baby is strangling 4 human adults.,11,5.083851,8.328125,8.328125,12.90625,0.545455,0.454545,0.272727,0.909091,0,0,0.247803,0.157715,0.02381,0.02381,0.02381,0,0,2
A human baby doesn't look for a a national government.,12,5.323242,9.203125,9.203125,9.875,0.75,0.5,0.333333,0.916667,0.090909,0,0.227051,0.173584,0.037037,0,0.018519,0,0,2
An overseas area visits a political pressure group to a rickettsia prowazekii.,19,5.320237,10,10,11.054688,0.578947,0.578947,0.210526,0.947368,0,0,0.293457,0.092285,0.012821,0,0.012821,0,0,-2
A man forgives a subjective emotional feeling to a human baby.,13,5.543758,12.851562,12.851562,13.679688,0.692308,0.461538,0.307692,0.923077,0,0,0.26709,0.164795,0.016129,0,0.016129,0,0,-3
